pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad,st_mass,sy_dist
HATS-61 b,13.394755,1080.622,1226.1,7.817953,5542.0,1.664,1.076,679.761
HD 73344 b,2.884,10.48,911.0,15.611,6252.6,1.22,1.2,35.26
TOI-6016 b,13.67495645,371.85923619,1890.0,4.023687,6110.0,1.51,1.31,364.715
TOI-6054.02,2.864,8.57,1028.01,12.574998029,6112.0,1.612,1.15,79.407
HD 73344 c,13.5,118.54999581,,65.94,6148.0,1.22,1.19,35.26
HD 73344 d,13.2,810.46243785,,5823.0,6148.0,1.22,1.19,35.26
K2-271 b,7.28,41.8,893.0,8.562421,5644.0,0.99,0.83,564.454
HD 38529 b,14.1,206.58846455,,14.3099,5567.0,2.857838,1.529286,42.3538
XO-3 b,15.80469,2316.9807,1729.0,3.19154,6781.0,1.409,1.206,213.053
GJ 9827 b,1.44,4.28,1035.01,1.208974,4236.0,0.602,0.606,29.661
TOI-4504 c,11.09689089,1197.32317485,182.8,82.97213,5315.0,0.92,0.89,342.605
KMT-2023-BLG-1743L b,12.1,6356.56814,,,,,0.11,7130.0
K2-275 b,2.34,6.08,1166.0,3.2809626,4841.0,0.69,0.77,123.438
WASP-169 b,14.616536,178.30263,1604.0,5.6114118,6110.0,2.011,1.337,627.066
Kepler-1020 b,2.28,5.82,325.0,96.9151496,5227.0,0.8,0.87,415.358
Kepler-1047 c,0.99,0.937,1309.0,3.18897601,5754.0,1.13,1.08,817.647
Kepler-1067 b,0.8,0.437,1872.0,0.762129261,5592.0,0.93,0.95,667.693
Kepler-1068 b,3.63,12.8,702.0,16.92344113,5806.0,1.01,1.01,1473.61
Kepler-1069 b,1.6,3.19,823.0,23.8990296,5722.0,0.98,0.99,695.967
Kepler-351 b,3.06,4.8,498.0,37.054919,5643.0,0.854,0.81,1083.91
MOA-2012-BLG-505L b,2.48,6.7,,,,,0.1,7210.0
Kepler-298 b,1.96,4.5,540.0,10.475464,4465.0,0.582,0.66,518.204
NY Vir b,13.3,730.978,,3160.0,32780.0,0.151,0.459,544.024
NY Vir c,12.8,1760.7782,,8799.0,32780.0,0.151,0.459,544.024
MOA-2011-BLG-322L b,12.4,3690.0,,,,,0.39,7560.0
MOA-2015-BLG-337L b,6.42,33.7,,,,,0.0094,7100.0
OGLE-2011-BLG-0265L b,13.9,280.0,,,,,0.211,4380.0
MOA-2012-BLG-006L b,12.6,2700.0,,,,,0.49,5300.0
NGC 2682 Sand 364 b,12.7,2126.2827,,121.71,4284.0,39.59,9.06,817.192
HD 20781 d,3.25,10.61,,29.158,5256.0,0.833609,0.7,35.9715
OGLE-2019-BLG-1470L AB c,13.3,699.2224954,,,,,0.57,5900.0
TOI-2081 b,2.04,4.82,488.0,10.50534,3800.0,0.534,0.54,62.3446
HAT-P-64 b,19.08889413,184.34047606,1766.0,4.007232,6457.0,1.735,1.298,651.897
NGTS-4 b,3.18,20.6,1650.0,1.3373508,5143.0,0.84,0.75,280.555
HD 27894 c,8.24,51.48846,,36.07,4894.0,0.891767,0.8,43.8214
HD 30177 c,12.7,1954.64470305,,12085.45186,5580.0,1.179901,0.98,55.5867
HD 60292 b,12.7,2065.895,,495.4,4348.0,27.0,1.7,315.211
OGLE-2013-BLG-0911L b,12.5,3020.0,,,,,0.29,3220.0
OGLE-2013-BLG-0341L B b,1.16,1.66,,,,,0.1127,911.0
Kepler-11 c,2.87,2.9,786.0,13.0241,5663.0,1.065,0.961,646.346
Kepler-358 c,2.85,8.5,411.0,83.488369,5908.0,0.954,0.94,1101.1
OGLE-2005-BLG-390L b,2.21,5.5,50.0,3285.0,,,0.22,6600.0
Kepler-110 b,1.83,4.01,1008.0,12.691112,5960.0,1.149,0.989,586.531
Kepler-110 c,2.21,5.52,743.0,31.719775,5960.0,1.149,0.989,586.531
Kepler-11 d,3.12,7.3,653.0,22.6845,5663.0,1.065,0.961,646.346
Kepler-353 c,1.38,2.48,472.0,8.410894,3903.0,0.504,0.553,384.694
Kepler-354 b,1.84,4.04,741.0,5.47666,4648.0,0.674,0.652,554.064
Kepler-683 b,1.97,4.54,1332.0,2.539183179,5703.0,0.95,0.96,1023.07
Kepler-1001 c,1.57799279,3.11,804.0,9.18186,5376.0,0.836475,0.93,928.978
Kepler-101 b,5.77,51.1,1513.0,3.4876812,5667.0,1.56,1.17,927.981
Kepler-1016 c,3.68,13.1,407.0,105.6551369,5821.0,1.0,0.99,1402.82
Kepler-102 e,2.17,4.7,590.0,16.1456994,4909.0,0.724,0.803,107.796
Kepler-1025 b,1.98,4.58,1654.0,37.3229493,6089.0,1.13,1.09,803.776
KOI-94 e,6.56,35.0,584.0,54.32031,6182.0,1.52,1.277,477.052
Kepler-100 b,1.32,7.34,1155.0,6.88705,5825.0,1.49,1.08,304.645
Kepler-1004 b,6.28,32.5,1661.0,5.28789787,4972.0,3.39,1.11,1152.68
TOI-2152 A b,14.35870428,899.45439181,1802.0,3.3773512,6630.0,1.612,1.516,303.006
Kepler-39 b,13.9,6388.1,897.0,21.08721,6350.0,1.4,1.29,1057.41
OGLE-2013-BLG-0132L b,11.6,92.0,,,,,0.54,3900.0
OGLE-TR-211 b,15.244,327.351,1686.0,3.67724,6325.0,1.64,1.33,1515.26
Qatar-9 b,11.309881,378.2177,1134.0,1.540731,4309.0,0.696,0.719,213.771
TOI-2374 b,6.81,56.64,885.0,4.31361,4802.0,0.69,0.75,134.655
Kepler-1423 b,1.06,1.2,741.0,23.955378,4939.0,0.75,0.79,449.0
Kepler-1439 b,1.46,2.73,420.0,8.07392849,3578.0,0.43,0.46,225.393
GJ 896 A b,13.3,718.29219982,,284.39,3345.0,0.394682,0.43599,6.26022
Oph 11 b,12.3,4449.62,2175.0,7300000.0,2375.0,0.232692,0.016,136.16559197
2MASS J03590986+2009361 b,12.2,5720.911326,2369.0,,2943.0,0.289776,0.264996,117.435
TYC 1422-614-1 b,13.3,794.5,,198.4,4806.0,6.85,1.15,672.41
PSR B1257+12 c,1.91,4.3,,66.5419,,,1.4,600.0
PSR B1257+12 d,1.8,3.9,,98.2114,,,1.4,600.0
TYC 1422-614-1 c,12.5,3178.0,,559.3,4806.0,6.85,1.15,672.41
TYC 4282-00605-1 b,12.4,3426.2074,,101.54,4300.0,16.21,0.97,464.128
SWEEPS-11 b,12.666,3082.82,,1.796,,1.45,1.1,8500.0
YZ Cet b,0.913,0.7,471.2,2.02087,3151.0,0.157,0.142,3.71207
TOI-833 b,1.27,2.15,1118.0,1.0418777,3920.0,0.6,0.61,41.7148
KMT-2021-BLG-1547L b,13.6,467.20775829,,,,,0.72,5070.0
KMT-2021-BLG-0171L b,3.35,11.2,,,5200.0,,0.78,4600.0
OGLE-2018-BLG-0740L b,12.9,1500.0,,5480.0,5912.0,,1.0,3200.0
HD 33142 b,13.7,400.46379282,,330.0,5025.4,4.17,1.52,121.375
Kepler-127 c,2.66,7.56,698.0,29.393195,6106.0,1.359,1.248,352.794
Kepler-126 b,1.52,4.11726105,1009.0,10.495711,6239.0,1.358,1.108,237.401
Kepler-126 c,1.58,1.27942148,790.0,21.869741,6239.0,1.358,1.108,237.401
Kepler-1441 b,1.31,2.27,682.0,39.4419839,5802.0,1.0,1.0,1110.48
Kepler-130 c,2.9,8.75,683.0,27.50868,5879.0,1.17,1.0,316.663
Kepler-1312 c,1.02732734,1.07,1659.0,1.116119981,5721.0,0.905,0.983,299.104
Kepler-1315 b,1.38,2.48,1541.0,0.84338011,4861.0,0.75,0.8,480.869
TOI-181 b,6.9559,46.1687,895.1,4.532,4994.0,0.745,0.822,96.2338
K2-102 b,1.3,2.24,,9.915615,4695.0,0.71,0.77,188.175
HD 89345 b,7.39794,34.9613,1089.0,11.8143,5622.0,1.657,1.12,132.345
K2-105 b,3.59,30.0,928.0,8.2669928,5475.0,0.97,1.05,197.989
HIP 41378 f,10.2,74.0,,1084.0,6226.0,1.35,1.14,106.289
K2-266 b,3.3,11.26782377,1515.0,0.658524,4285.0,0.703,0.686,77.5586
TOI-3629 b,8.29464572,82.63538582,690.0,3.936551,3870.0,0.6,0.63,130.091
TOI-3353.01,2.6667555,7.59,1264.36,4.6657965,6365.0,1.0207,1.332089,78.7577
Kepler-1315 c,1.84398883,4.06,777.0,6.566060066,4818.0,0.856,0.809,480.869
Kepler-132 d,1.55,3.02,758.0,18.010199,6003.0,1.178,0.929,349.549
K2-155 c,2.6,7.27,583.0,13.85,3919.0,0.58,0.65,72.7998
eps Tau b,12.7,2285.18624633,,585.82,4877.0,12.35,2.57,47.52852
NGC 2682 Sand 978 b,13.3,692.8694,,511.21,4200.0,21.017414,1.37,821.918
K2-382 b,2.072,4.95,,21.700156,5452.0,0.811,0.922,278.412
HD 128356 b,13.9,282.8687,,298.2,4875.0,0.85,0.65,26.1548
HD 154391 b,12.5,2892.2385037,,5163.0,4909.0,8.56,2.07,100.947
HD 215152 c,1.17,1.72,,7.28243,4935.0,0.73,0.77,21.5974
EPIC 201841433 b,1.04,1.12,,4.1698,5053.0,0.628461,0.802,436.488
KMT-2019-BLG-1715L b,13.2,813.64072192,,,,,0.61,3860.0
GJ 3082 b,2.79,8.2,,11.949,3910.0,0.465216,0.47,16.6186
HAT-P-38 b,9.247,84.857,1082.0,4.640382,5330.0,0.923,0.886,255.206
HATS-14 b,11.646151,340.39593,1276.0,2.7667641,5346.0,0.933,0.967,513.011
HD 42813 b,3.41,9.1,716.0,13.6308205,5289.0,0.98,0.901,68.192
NGTS-20 b,11.99360935,947.12865286,688.0,54.18915,5980.0,1.78,1.47,382.898
GJ 3090 b,2.13,3.34,693.0,2.8531054,3556.0,0.516,0.519,22.4751
TOI-2525 c,10.13291855,208.8132634,399.96,49.2519,5096.0,0.785,0.849,395.398
HD 80653 b,1.613,5.72,2463.0,0.719573,5959.0,1.22,1.18,109.86
HD 100777 b,13.7,390.92894061,,383.0,5533.0,1.04,1.08,49.5336
HD 141937 b,12.5,3079.7727,,653.21997,5870.0,1.03,1.09,33.3622
HD 162020 b,12.5,3127.4472,650.0,8.4282,4723.0,0.75,0.42,30.8248
TYC 8998-760-1 b,12.3,4449.62,,,4573.0,0.953811,1.0,94.6177
47 UMa d,13.5,521.22,,14002.0,5872.0,1.21334,1.06,13.7967
HD 33142 c,13.9,282.86728223,,810.2,5025.4,4.17,1.52,121.375
GJ 3323 c,1.32,2.31,,40.54,3159.0,0.119,0.164,5.37484
HD 183263 c,12.5,2958.98246917,,4667.97841,5875.99,1.293337,1.06,54.1955
HD 108202 b,13.1,953.485221,,2990.0,4556.03,0.66355,0.74,38.6846
Kepler-1693 b,1.28938413,2.21,807.0,12.0999,5432.34,0.878295,0.95,760.065
Kepler-1114 b,1.35,2.39,631.0,14.97435694,5374.0,0.83,0.87,418.417
Kepler-122 c,5.87,29.0,897.0,12.465988,6050.0,1.216,0.982,1027.45
Kepler-124 d,1.11,1.41,428.0,30.950851,4984.0,0.636,0.706,420.046
Kepler-345 c,1.2,2.2,575.0,9.387427,4504.0,0.623,0.61,260.0
TOI-4184 b,2.43,6.48,412.0,4.9019804,3238.0,0.2347,0.2109,69.3649
KMT-2018-BLG-0885L b,11.9,9217.023803,,,,,0.29,6890.0
alf Tau b,12.7,2056.3601,,628.96,4055.0,45.1,1.13,20.4332
HD 87646 b,12.4,3941.092,,13.481,5770.0,1.55,1.12,73.58352
GJ 625 b,1.49,2.82,,14.628,3499.0,0.31,0.3,6.47249
Wolf 1061 c,1.66,3.41,,17.8719,3342.0,0.307,0.294,4.30592
HD 105779 b,14.1,203.41018048,,2412.0,5792.0,0.94,0.89,55.2411
Kepler-1313 b,1.76,3.75,1012.0,3.833091178,5453.0,0.85,0.92,174.234
Kepler-1288 b,1.12,1.46,2017.0,2.76122421,6132.0,1.29,1.2,814.078
Kepler-129 b,2.4,20.0,910.0,15.79,5770.0,1.653,1.178,408.845
GJ 9714 b,12.5,2988.54051102,,19240.75467,4263.0,0.662662,0.67,20.5121
HD 156279 b,12.5,2997.75753482,,133.40355,5453.0,0.95,0.94,36.1945
HD 156279 c,12.5,3098.82696825,,4818.25358,5458.24,0.966117,0.94,36.1945
HD 31527 d,3.46,11.82,,271.6737,5898.0,1.073694,0.96,38.4473
HD 41004 B b,12.1,5838.29,,1.3283,5036.0,1.04137,0.4,41.5504
2MASS J11550485-7919108 b,12.1,6356.56814,2506.0,,3021.0,0.600455,0.58846,100.862
XO-2 S c,13.6,435.409,,120.8,5399.0,1.02,0.982,151.398
BD+03 2562 b,12.7,2034.112,,481.9,4095.0,32.35,1.14,1070.63
GJ 682 b,1.93,4.4,,17.478,3028.0,0.298255,0.27,5.00671
TOI-1775 b,8.04728896,96.0,707.89,10.2405549,5284.0,0.8288,0.9218,149.234
TOI-1472 b,4.15964583,16.5,811.14,6.36381,5133.0,0.8377,0.9154,121.84
HR 8799 e,13.11453,3178.3,1150.0,20815.6,7400.0,1.49338,1.51,41.2441
HR 8799 b,13.0,2000.0,1200.0,170000.0,7204.58,1.49338,1.5,41.2441
HD 147873 c,13.3,731.009,,491.54,5972.0,2.29,1.38,109.055
BD+20 2457 b,12.1,6807.63,,379.63,4137.0,49.0,2.8,1539.71
OGLE-2018-BLG-0298L b,7.56,44.49597698,,,,,0.69,6540.0
AF Lep b,13.1,1017.0509024,1400.0,8030.0,6130.0,1.25,1.2,26.8564
HD 117207 b,13.4,669.34662514,,2621.75,5732.0,1.074,1.053,32.3547
HD 215152 e,1.51,2.877,,25.1967,4935.0,0.73,0.77,21.5974
KMT-2021-BLG-1372L b,9.12,61.27,,,,,0.42,5970.0
CoRoT-2 b,16.432,1102.82,1521.0,1.7429935,5625.0,0.906,0.96,213.283
TOI-1444 b,1.41792246,3.58,2130.02,0.4702743,5460.0,0.9105,0.9513,125.463
HD 15906 c,2.93,8.91,532.0,21.583298,4757.0,0.762,0.79,45.5621
GJ 680 b,12.0,7977.4930157,,17281.66514,3563.0,0.45933,0.456,9.67315
HD 75302 b,12.8,1716.2733978,,4356.0,5697.46,0.940904,1.06,30.3288
TOI-762 A b,8.33948164,79.77493016,555.4,3.4716826,3266.0,0.425,0.442,98.4458
EPIC 212499991 b,1.6,3.19,,34.885,4982.79,0.757541,0.912,283.29
TOI-663 d,1.92,5.2,482.0,7.1027268,3681.0,0.512,0.514,64.2308
HAT-P-14 b,15.91678,1093.3352,1624.0,4.62767,6600.0,1.82,2.65,222.663
TOI-4515 b,12.17,637.0,705.0,15.266446,5433.0,0.86,0.949,193.499
OGLE-2018-BLG-0977L b,2.41,6.4,,,,,0.47,6500.0
HD 8535 b,14.0,216.1244,,1313.0,6136.0,1.19,1.13,55.4401
OGLE-2016-BLG-1598L b,13.6,120.77479466,,,,,0.55,5910.0
HD 33844 c,13.5,556.2025,,916.0,4861.0,5.29,1.78,105.779
K2-395 b,2.597,7.26,,4.803352,5007.0,0.783,0.952,286.727
Kepler-1058 b,2.72,7.85,239.0,110.96546,4644.0,0.69,0.73,491.997
Kepler-122 f,1.75,36.0,543.0,56.268,5917.0,0.949,1.03,1027.45
Kepler-1227 b,2.29,5.86,369.0,94.2887577,5747.0,0.95,0.97,623.706
Kepler-1235 b,0.79,0.418,985.0,4.16055856,5541.0,0.9,0.93,540.604
Kepler-1037 b,1.28,2.18,1650.0,1.063788673,5105.0,0.78,0.82,446.914
Kepler-1104 b,1.23,2.04,1321.0,5.03728015,6417.0,1.41,1.3,530.658
Kepler-1121 b,1.91,4.31,1008.0,13.15141081,6231.0,1.59,1.29,482.047
Kepler-1139 b,1.19,1.81,1693.0,0.813166719,5550.0,0.91,0.94,495.156
Kepler-750 c,1.62,3.26,1537.0,4.08899022,6160.0,1.23,1.15,1296.02
HD 86081 b,13.6,470.3884,,2.1378431,5939.0,1.46,1.21,103.936
TOI-663 b,2.27,4.45,674.0,2.598902,3681.0,0.512,0.514,64.2308
HD 183579 b,3.49,20.4,752.0,17.471291,5784.0,0.96,0.996,57.2651
TOI-663 c,2.26,3.65,553.0,4.6955507,3681.0,0.512,0.514,64.2308
HD 11506 c,14.0,127.1313628,,223.92,6123.0,1.34,1.22,51.261
TOI-776 b,1.798,5.0,520.0,8.24662,3725.0,0.547,0.542,27.1701
WASP-106 b,11.43318,514.8846,1140.0,9.28971,6055.0,1.31,0.93,352.181
HATS-18 b,14.896761,629.144485,2069.48,0.83784,5600.0,1.02,1.037,624.368
TOI-2134 c,7.27,41.89,306.0,95.5,4580.0,0.709,0.744,22.6202
TOI-2485 b,12.1393261,766.60211768,1134.0,11.23479,6016.4,1.72,1.163,397.953
KMT-2023-BLG-1431L b,3.76,13.6,,,,,0.57,6800.0
GJ 3988 b,1.74,3.69,348.0,6.9442,3273.0,0.19734,0.1842,9.9105
HIP 70849 b,12.9,1430.2278315,,3649.0,4105.0,0.633112,0.65,24.0572
TOI-2641 b,18.10250383,122.6817651,1387.0,4.880974,6100.0,1.336,1.16,344.045
Kepler-279 d,3.1,37.5,574.0,54.414,6689.45,1.07,1.1,1037.4
Kepler-281 b,2.82,8.35,694.0,14.646008,5723.0,0.899,0.95,1745.45
TOI-2194 b,1.9892,4.61,590.88,15.337597,4756.0,0.6909,0.74,19.5711
TOI-4641 b,8.18255591,1229.99593509,950.11,22.09341,6560.0,1.72,1.41,86.3501
K2-227 b,1.66551298,3.41,,13.621832,5673.0,0.890666,0.950811,187.234
K2-384 f,2.222,5.57,,13.62749,3623.0,0.348,0.33,82.6603
TOI-849 b,3.64,41.8,1932.0,0.765548,5257.0,0.97,0.97,225.734
WD 1856+534 b,10.4,4386.054,163.0,1.4079405,4710.0,0.0131,0.518,24.7359
HIP 77900 b,12.1,6674.396547,2507.0,,13646.0,,,150.862
TOI-5542 b,11.30986153,419.53349724,441.0,75.12375,5700.0,1.058,0.89,348.849
WASP-129 b,10.42437,317.83,1100.0,5.748145,5900.0,0.9,1.0,301.462
WASP-23 b,10.783,280.95,1076.55,2.9444256,5150.0,0.765,0.78,207.49
TOI-1279 b,2.66146528,10.6,759.0,9.61419,5457.0,0.8426,0.8784,107.055
TOI-4201 b,13.67495645,788.21444936,725.0,3.5819194,3794.0,0.63,0.61,189.011
WASP-44 b,12.3299,276.5121,1337.0,2.423804,5420.0,0.906,0.935,364.512
WASP-178 b,20.28829,527.5978,2470.0,3.3448285,9360.0,1.67,2.07,427.678
HAT-P-13 b,14.258,270.462,1740.0,2.91625,5653.0,1.756,1.32,246.81
KELT-2 A b,15.13215,540.311,2080.0,4.11379,6327.0,1.93,1.54,134.058
K2-5 c,2.26,5.73,456.0,10.93241,3930.0,0.57,0.61,202.943
ITG 15 b,12.1,6674.396547,2601.0,,,,,136.37
TOI-776 c,2.047,6.9,420.0,15.665323,3725.0,0.547,0.542,27.1701
NGTS-2 b,17.878355,235.1942,1468.0,4.511164,6478.0,1.702,1.64,356.391
TOI-2818 b,15.27784069,225.65816897,1376.0,4.039709,5721.0,1.229,0.977,312.674
TOI-2842 b,12.84549188,117.59651059,1471.0,3.5514058,5910.0,1.265,1.135,460.995
HD 66141 b,12.8,1906.9,,480.5,4323.0,21.4,1.1,68.1509
HD 95127 b,12.4,3378.5329,,482.0,4218.0,41.01,3.7,676.579
OGLE-TR-56 b,15.278,441.77,2212.0,1.2119189,6050.0,1.737,1.17,282.83913869
TOI-628 b,11.88154,2011.8639,1586.0,3.4095675,6250.0,1.345,1.311,178.68
HD 110082 b,3.2,10.3,957.2,10.18271,6200.0,1.19,1.21,105.096
HD 69830 c,3.46,11.8,,31.56,5385.0,0.886947,0.86,12.5591
HD 69830 d,4.45,18.1,,197.0,5385.0,0.886947,0.86,12.5591
Kepler-156 c,2.55,7.04,588.0,15.906801,5094.0,0.807,0.864,443.483
Kepler-1568 b,1.3,2.24,729.0,20.925392,5956.0,1.19,1.09,916.313
Kepler-157 b,1.32,2.3,1546.0,1.732342,5774.0,1.044,0.95,773.713
KOI-2513.01,2.80224518,7310.053361,758.0,19.00547,5900.0,1.2,0.91,1369.87
Kepler-1007 b,1.44,2.67,652.0,5.185002073,4587.0,0.7,0.73,365.0
Kepler-1117 b,1.11,1.41,938.0,4.79028459,5612.0,0.93,0.95,568.487
Kepler-158 d,0.43,0.0472,,0.645088,4895.97,0.668,0.656,315.177
Kepler-1597 b,1.06,1.2,1497.0,2.94654179,6377.0,1.39,1.25,1221.05
Kepler-1501 b,1.56,3.05,787.0,14.5564533,6229.0,1.3,1.2,749.06
Kepler-1505 b,0.93,0.749,525.0,30.8609366,5686.0,0.86,0.93,495.148
Kepler-1513 b,8.594,48.30991786,346.0,160.8842,5491.0,0.95,0.943,349.247
Kepler-381 c,1.12,1.46,1180.0,13.391635,6152.0,1.568,1.144,267.323
Kepler-1521 b,2.5,6.8,391.0,47.14840805,5042.0,0.76,0.81,206.983
Kepler-1523 b,1.58,3.12,1676.0,0.93875077,5708.0,0.96,0.97,865.596
Kepler-1525 b,0.91,0.693,1343.0,2.416601183,5748.0,1.04,1.07,382.989
Kepler-1184 b,2.68,7.65,529.0,53.5991044,5983.0,1.07,1.05,1157.84
Kepler-283 b,2.13,5.18,488.0,11.008151,4351.0,0.566,0.596,468.094
Kepler-1010 b,2.32,5.99,477.0,34.2685705,5253.0,0.82,0.86,579.273
Kepler-1014 b,2.39,6.3,614.0,16.57110363,5388.0,0.84,0.88,624.8
Kepler-1530 b,1.64,3.33,1484.0,2.5904434,5477.0,0.88,0.92,489.876
Kepler-1530 c,1.65,3.36,1167.0,5.3227406,5477.0,0.88,0.92,489.876
HIP 14810 c,13.6,416.3573,,147.747,5544.0,1.07,1.01,50.48
Kepler-154 f,1.5,2.86,838.0,9.91935684,5769.0,0.98,0.98,915.212
Kepler-1542 b,0.76,0.363,1160.0,3.95116882,5564.0,0.99,0.94,399.114
Kepler-32 f,0.82,0.477,1026.0,0.74296,3900.0,0.53,0.58,323.847
Kepler-1931 b,2.65323514,7.53,619.0,38.5760994,6167.0,1.221,1.174,620.091
Kepler-192 d,1.02,1.04,926.0,6.47027579,5487.0,0.94,0.94,651.674
Kepler-1930 b,1.52955541,2.95,643.0,13.02680016,5083.0,0.844,0.844,275.694
Kepler-135 b,1.81,3.93,1209.0,6.00253,6090.0,1.275,1.047,621.855
Kepler-1421 b,0.93,0.749,1209.0,6.9131112,6335.0,1.42,1.25,783.401
Kepler-1424 b,1.16,1.65,629.0,29.6091744,5838.0,1.07,1.02,661.421
Kepler-1251 b,1.84,4.04,487.0,45.0904643,5545.0,0.89,0.92,902.204
Kepler-381 d,1.0667865,1.23,1387.0,8.256299973,6197.0,2.188,1.198,267.323
Kepler-389 b,1.51,2.89,1047.0,3.244107,5376.0,0.792,0.765,816.559
Kepler-394 b,1.6,3.19,1035.0,8.005013,6402.0,1.132,0.87,1058.72
Kepler-49 b,2.579,9.77,509.0,7.2,4095.6,0.618,0.607,311.222
Kepler-328 b,2.3,28.5,602.0,34.921,6064.0,1.06,1.15,2213.19
Kepler-417 c,2.69,7.7,616.0,15.943,5177.0,0.806,0.9,973.989
Kepler-747 b,5.27,24.1,456.0,35.61760587,5096.0,0.78,0.82,3347.16
Kepler-740 b,4.57,18.9,1131.0,3.584101216,5438.0,0.87,0.91,1442.02
Kepler-741 b,2.97,9.11,1051.0,7.03902374,6129.0,1.24,1.16,1661.87
Kepler-377 c,2.06,4.9,677.0,27.014976,5949.0,1.224,1.043,823.804
Kepler-748 b,2.52,6.9,938.0,7.40742793,5934.0,1.1,1.07,1705.99
Kepler-145 c,4.32,79.4,709.0,42.882,6022.0,1.85,1.32,566.85
Kepler-1425 b,0.94,0.779,676.0,14.4541302,5718.0,0.95,0.97,863.873
Kepler-1428 b,1.64,3.33,1049.0,10.67607169,6184.0,1.36,1.28,1530.32
Kepler-1844 b,3.03648191,9.46,1074.0,3.924510002,5776.0,0.849,0.939,1804.36
Kepler-441 b,1.64,3.33,189.0,207.2482,4340.0,0.55,0.572,268.003
Kepler-692 b,3.11,9.85,639.0,21.81293494,5440.0,0.86,0.9,991.336
Kepler-136 c,1.99,4.62,847.0,16.399235,6165.0,1.355,1.204,420.818
Kepler-181 b,1.27,2.15,1041.0,3.137873,5333.0,0.749,0.81,609.283
Kepler-181 c,1.99,4.62,937.0,4.302149,5333.0,0.749,0.81,609.283
Kepler-172 e,2.76,8.05,550.0,35.118736,5526.0,1.085,1.081,828.592
Kepler-183 c,2.27,35.7,857.0,11.637071,5888.0,0.958,0.99,1050.64
Kepler-1205 b,1.41,2.57,1667.0,1.078390352,5226.0,0.81,0.84,698.485
Kepler-355 b,1.46,2.73,840.0,11.03189,6184.0,1.066,0.933,1432.17
Kepler-306 b,1.52,2.92,830.0,4.646186,4954.0,0.719,0.75,775.679
Kepler-359 b,3.53,12.2,671.0,25.563222,6248.0,1.086,0.827,1443.21
Kepler-361 b,1.45,2.7,1060.0,8.486616,6169.0,1.343,1.191,930.32
Kepler-278 c,3.59,12.6,702.0,51.078775,4991.0,2.935,1.414,443.03
Kepler-751 b,2.46,6.62,679.0,17.44490636,5387.0,0.84,0.87,760.43
Kepler-2001 c,1.82,3.97,597.0,14.092583189,5081.0,0.77,0.864,776.55
Kepler-253 b,1.63,3.29,949.0,3.783986,5208.0,0.786,0.86,838.595
Kepler-323 c,1.57,6.8,1431.0,3.5538229,6004.0,1.12,1.015,454.883
Kepler-280 b,1.45,2.7,1425.0,2.139542,5744.0,0.886,0.962,780.361
Kepler-139 e,13.6,426.1158152,,2047.635373,5622.0,1.045,1.078,391.038
Kepler-297 b,2.87,48.5,509.0,38.871826,5619.0,0.915,0.927,692.14
Kepler-276 c,2.9,16.6,563.0,31.884,5693.0,1.03,1.1,1144.86
Kepler-290 c,2.7,7.75,437.0,36.77031,5147.0,0.743,0.756,694.627
Kepler-1273 b,2.49,6.76,573.0,28.625653,5566.0,0.91,0.94,1114.24
Kepler-254 d,2.5,6.8,686.0,18.746477,5957.0,0.91,0.849,1389.48
Kepler-422 b,12.89,136.66,1028.0,7.8914483,5972.0,1.24,1.15,722.795
Kepler-424 b,9.98,327.35,1116.0,3.3118644,5460.0,0.94,1.01,698.646
Kepler-234 b,3.7,13.2,1420.0,2.711506,6224.0,1.113,1.129,1733.1
Kepler-229 c,4.92,21.5,600.0,16.068638,5120.0,0.728,0.808,826.265
Kepler-237 b,1.41,2.57,823.0,4.715106,4861.0,0.725,0.696,657.822
Kepler-251 e,2.77,8.1,360.0,99.640161,5526.0,0.89,0.891,924.625
Kepler-188 c,3.19,10.3,1025.0,5.996553,6021.0,1.141,1.021,968.544
Kepler-1468 c,1.15,1.6,1448.0,3.54553021,5893.0,1.05,1.04,1899.24
Kepler-534 c,1.227,2.02,933.0,7.378689766,5936.0,0.965,1.075,570.659
Kepler-243 c,1.99,4.62,559.0,20.026218,5228.0,0.842,0.904,693.86
Kepler-244 d,2.31,15.2,622.0,20.050401,5554.0,0.803,0.933,1036.49
Kepler-54 b,2.1,3.09,453.0,8.0109434,3705.0,0.5,0.51,271.701
Kepler-780 b,0.89,0.64,2099.0,0.677375164,5769.0,1.02,1.01,557.652
Kepler-411 b,2.401,25.6,1138.0,3.005156,4974.0,0.82,0.87,153.676
Kepler-401 d,2.27,5.77,380.0,184.256405,6184.0,1.29,1.17,965.56
Kepler-416 b,2.48,58.2,986.0,6.319,5718.0,1.075,1.0,690.819
Kepler-365 c,1.64,3.33,729.0,17.784129,6012.0,1.048,1.02,1038.99
Kepler-402 c,1.56,3.05,1140.0,6.124821,6090.0,1.264,1.072,625.339
Kepler-1936 b,3.16615594,10.2,524.0,126.5569992,6501.0,1.854,1.419,871.096
Kepler-54 c,1.23,2.1,395.0,12.0717249,3705.0,0.5,0.51,271.701
Kepler-54 d,1.53,2.96,328.0,20.995694,4252.0,0.554,0.524532,271.701
EPIC 212297394 c,2.27,5.77,866.0,5.213965,5171.0,0.8,0.83,418.395
